application_id,customer_id,loan_amount,loan_intent,loan_grade,loan_interest_rate,loan_percent_income,loan_status,loan_amount_category,interest_rate_category,income_burden_category,loan_grade_score
A000342,C000342,3200,VENTURE,F,18.09,0.21,1,small,high,medium,6
A000343,C000343,25000,EDUCATION,B,11.36,0.19,0,large,medium,low,2
A000344,C000344,25000,DEBTCONSOLIDATION,B,12.53,0.18,0,large,medium,low,2
A000345,C000345,25000,EDUCATION,B,9.99,0.17,0,large,low,low,2
A000346,C000346,25000,EDUCATION,B,10.36,0.17,0,large,medium,low,2
A000347,C000347,9600,EDUCATION,A,5.99,0.06,0,medium,low,low,1
A000348,C000348,24000,DEBTCONSOLIDATION,D,15.62,0.16,1,large,high,low,4
A000349,C000349,20000,PERSONAL,B,10.37,0.12,0,medium,medium,low,2
A000350,C000350,25000,HOMEIMPROVEMENT,F,19.74,0.15,0,large,high,low,6
A000351,C000351,20000,EDUCATION,A,6.91,0.12,0,medium,low,low,1
A000352,C000352,6000,MEDICAL,A,7.9,0.38,1,medium,low,medium,1
A000353,C000353,2275,DEBTCONSOLIDATION,C,13.06,0.14,0,small,medium,low,3
A000354,C000354,2000,PERSONAL,A,6.39,0.13,0,small,low,low,1
A000355,C000355,25000,DEBTCONSOLIDATION,E,14.93,0.17,1,large,medium,low,5
A000356,C000356,5600,MEDICAL,C,12.84,0.35,1,medium,medium,medium,3
A000357,C000357,3625,VENTURE,E,17.14,0.23,1,small,high,medium,5
A000358,C000358,5500,VENTURE,A,7.14,0.34,1,medium,low,medium,1
A000359,C000359,25000,PERSONAL,A,8.9,0.14,0,large,low,low,1
A000360,C000360,2000,PERSONAL,B,12.42,0.12,0,small,medium,low,2
A000361,C000361,25000,HOMEIMPROVEMENT,C,12.68,0.14,0,large,medium,low,3
A000362,C000362,25000,PERSONAL,C,11.03,0.15,0,large,medium,low,3
A000363,C000363,30000,VENTURE,A,7.9,0.19,0,large,low,low,1
A000364,C000364,35000,MEDICAL,B,10.65,0.22,0,large,medium,medium,2
A000365,C000365,25000,VENTURE,B,11.86,0.11,0,large,medium,low,2
A000366,C000366,5000,PERSONAL,A,8.94,0.3,1,small,low,medium,1
A000367,C000367,4375,VENTURE,B,9.63,0.27,1,small,low,medium,2
A000368,C000368,24750,PERSONAL,C,14.22,0.5,1,large,medium,high,3
A000369,C000369,24750,DEBTCONSOLIDATION,B,9.33,0.41,1,large,low,medium,2
A000370,C000370,24500,MEDICAL,C,13.85,0.29,0,large,medium,medium,3
A000371,C000371,2000,EDUCATION,B,10.65,0.12,0,small,medium,low,2
A000372,C000372,24500,MEDICAL,B,11.46,0.27,0,large,medium,medium,2
A000373,C000373,35000,PERSONAL,A,7.66,0.22,0,large,low,medium,1
A000374,C000374,12000,VENTURE,E,16.77,0.07,0,medium,high,low,5
A000375,C000375,12000,PERSONAL,B,9.63,0.07,0,medium,low,low,2
A000376,C000376,25000,PERSONAL,C,12.23,0.16,0,large,medium,low,3
A000377,C000377,10000,MEDICAL,D,14.09,0.07,1,medium,medium,low,4
A000378,C000378,24250,PERSONAL,C,13.98,0.45,1,large,medium,medium,3
A000379,C000379,24250,EDUCATION,B,10.62,0.39,1,large,medium,medium,2
A000380,C000380,3900,DEBTCONSOLIDATION,A,,0.23,1,small,,medium,1
A000381,C000381,24250,PERSONAL,E,17.56,0.35,1,large,high,medium,5
A000382,C000382,24250,MEDICAL,D,14.96,0.37,1,large,medium,medium,4
A000383,C000383,24250,DEBTCONSOLIDATION,D,15.65,0.33,1,large,high,medium,4
A000384,C000384,24250,MEDICAL,D,15.7,0.31,1,large,high,medium,4
A000385,C000385,24250,VENTURE,B,12.53,0.27,0,large,medium,medium,2
A000386,C000386,24250,HOMEIMPROVEMENT,E,17.56,0.31,1,large,high,medium,5
A000387,C000387,24250,PERSONAL,C,12.87,0.24,0,large,medium,medium,3
A000388,C000388,24250,PERSONAL,D,15.7,0.24,0,large,high,medium,4
A000389,C000389,9000,EDUCATION,A,,0.06,0,medium,,low,1
A000390,C000390,15000,VENTURE,B,11.14,0.09,0,medium,medium,low,2
A000391,C000391,20000,VENTURE,D,16.0,0.13,0,medium,high,low,4
A000392,C000392,25000,EDUCATION,D,15.65,0.16,0,large,high,low,4
A000393,C000393,13750,DEBTCONSOLIDATION,C,,0.09,0,medium,,low,3
A000394,C000394,15250,VENTURE,D,15.31,0.1,0,medium,high,low,4
A000395,C000395,20000,VENTURE,C,13.47,0.13,0,medium,medium,low,3
A000396,C000396,4750,HOMEIMPROVEMENT,C,13.85,0.28,1,small,medium,medium,3
A000397,C000397,24250,PERSONAL,D,,0.22,0,large,,medium,4
A000398,C000398,6000,VENTURE,B,10.39,0.36,1,medium,medium,medium,2
A000399,C000399,24250,HOMEIMPROVEMENT,B,11.36,0.21,0,large,medium,medium,2
A000400,C000400,24250,EDUCATION,B,11.83,0.17,0,large,medium,low,2
A000401,C000401,24250,EDUCATION,B,12.53,0.08,0,large,medium,low,2
A000402,C000402,24150,HOMEIMPROVEMENT,D,14.96,0.22,1,large,medium,medium,4
A000403,C000403,24000,DEBTCONSOLIDATION,C,13.85,0.56,1,large,medium,high,3
A000404,C000404,24000,VENTURE,B,11.58,0.51,1,large,medium,high,2
A000405,C000405,24000,VENTURE,D,16.29,0.5,1,large,high,high,4
A000406,C000406,24000,MEDICAL,A,,0.5,1,large,,high,1
A000407,C000407,24000,EDUCATION,D,16.29,0.53,1,large,high,high,4
A000408,C000408,24000,PERSONAL,B,10.74,0.46,1,large,medium,medium,2
A000409,C000409,2250,EDUCATION,C,15.27,0.13,0,small,high,low,3
A000410,C000410,24000,PERSONAL,F,17.8,0.51,1,large,high,high,6
A000411,C000411,1000,VENTURE,B,11.36,0.06,0,small,medium,low,2
A000412,C000412,24000,MEDICAL,E,17.56,0.49,1,large,high,medium,5
A000413,C000413,24000,PERSONAL,A,7.9,0.4,1,large,low,medium,1
A000414,C000414,24000,PERSONAL,B,10.99,0.4,1,large,medium,medium,2
A000415,C000415,24000,PERSONAL,A,7.29,0.4,1,large,low,medium,1
A000416,C000416,24000,MEDICAL,B,10.75,0.4,1,large,medium,medium,2
A000417,C000417,24000,DEBTCONSOLIDATION,A,7.9,0.39,1,large,low,medium,1
A000418,C000418,24000,EDUCATION,D,14.84,0.38,1,large,medium,medium,4
A000419,C000419,24000,DEBTCONSOLIDATION,A,,0.37,1,large,,medium,1
A000420,C000420,4975,EDUCATION,C,,0.28,1,small,,medium,3
A000421,C000421,24000,DEBTCONSOLIDATION,E,19.69,0.41,1,large,high,medium,5
A000422,C000422,24000,VENTURE,A,,0.36,1,large,,medium,1
A000423,C000423,24000,VENTURE,D,14.96,0.4,1,large,medium,medium,4
A000424,C000424,24000,EDUCATION,A,6.99,0.36,1,large,low,medium,1
A000425,C000425,24000,PERSONAL,E,16.45,0.39,1,large,high,medium,5
A000426,C000426,24000,EDUCATION,B,10.99,0.34,1,large,medium,medium,2
A000427,C000427,24000,DEBTCONSOLIDATION,B,10.99,0.32,1,large,medium,medium,2
A000428,C000428,3000,PERSONAL,A,7.9,0.17,1,small,low,low,1
A000429,C000429,24000,EDUCATION,B,12.69,0.32,1,large,medium,medium,2
A000430,C000430,24000,MEDICAL,B,10.37,0.32,1,large,medium,medium,2
A000431,C000431,24000,HOMEIMPROVEMENT,C,,0.32,1,large,,medium,3
A000432,C000432,24000,DEBTCONSOLIDATION,F,15.83,0.35,1,large,high,medium,6
A000433,C000433,24000,PERSONAL,C,13.92,0.31,1,large,medium,medium,3
A000434,C000434,2000,VENTURE,B,11.49,0.11,0,small,medium,low,2
A000435,C000435,24000,MEDICAL,B,10.25,0.3,0,large,medium,medium,2
A000436,C000436,3500,HOMEIMPROVEMENT,A,7.49,0.19,1,small,low,low,1
A000437,C000437,4000,EDUCATION,A,5.99,0.22,1,small,low,medium,1
A000438,C000438,24000,PERSONAL,D,12.92,0.32,1,large,medium,medium,4
A000439,C000439,24000,PERSONAL,B,11.58,0.27,0,large,medium,medium,2
A000440,C000440,24000,EDUCATION,A,8.9,0.25,0,large,low,medium,1
A000441,C000441,24000,DEBTCONSOLIDATION,E,19.69,0.29,1,large,high,medium,5
A000442,C000442,24000,VENTURE,A,6.54,0.25,0,large,low,medium,1
A000443,C000443,4900,HOMEIMPROVEMENT,D,14.54,0.27,1,small,medium,medium,4
A000444,C000444,5000,EDUCATION,B,11.11,0.28,1,small,medium,medium,2
A000445,C000445,24000,PERSONAL,C,12.73,0.24,0,large,medium,medium,3
A000446,C000446,24000,VENTURE,D,15.62,0.22,0,large,high,medium,4
A000447,C000447,6250,HOMEIMPROVEMENT,A,6.54,0.35,1,medium,low,medium,1
A000448,C000448,24000,DEBTCONSOLIDATION,F,,0.24,1,large,,medium,6
A000449,C000449,24000,DEBTCONSOLIDATION,G,20.03,0.23,1,large,high,medium,7
A000450,C000450,24000,EDUCATION,B,9.91,0.2,0,large,low,medium,2
A000451,C000451,24000,VENTURE,B,12.69,0.2,0,large,medium,medium,2
A000452,C000452,24000,EDUCATION,G,20.16,0.22,1,large,high,medium,7
A000453,C000453,24000,PERSONAL,D,16.49,0.19,0,large,high,low,4
A000454,C000454,2500,MEDICAL,D,15.95,0.14,1,small,high,low,4
A000455,C000455,24000,DEBTCONSOLIDATION,B,11.49,0.18,0,large,medium,low,2
A000456,C000456,24000,PERSONAL,B,10.99,0.18,0,large,medium,low,2
A000457,C000457,24000,HOMEIMPROVEMENT,C,13.79,0.18,0,large,medium,low,3
A000458,C000458,24000,MEDICAL,G,20.03,0.18,1,large,high,low,7
A000459,C000459,24000,EDUCATION,A,7.49,0.16,0,large,low,low,1
A000460,C000460,24000,DEBTCONSOLIDATION,D,16.0,0.17,1,large,high,low,4
A000461,C000461,13000,PERSONAL,A,7.88,0.72,1,medium,low,high,1
A000462,C000462,6250,VENTURE,B,10.62,0.35,1,medium,medium,medium,2
A000463,C000463,24000,DEBTCONSOLIDATION,B,10.99,0.15,0,large,medium,low,2
A000464,C000464,24000,EDUCATION,F,18.3,0.16,1,large,high,low,6
A000465,C000465,24000,DEBTCONSOLIDATION,C,,0.14,0,large,,low,3
A000466,C000466,2500,PERSONAL,B,11.36,0.14,0,small,medium,low,2
A000467,C000467,23975,HOMEIMPROVEMENT,B,,0.55,1,large,,high,2
A000468,C000468,23750,MEDICAL,C,13.47,0.2,0,large,medium,medium,3
A000469,C000469,23600,PERSONAL,B,11.89,0.43,1,large,medium,medium,2
A000470,C000470,10000,DEBTCONSOLIDATION,B,12.18,0.56,1,medium,medium,high,2
A000471,C000471,23600,DEBTCONSOLIDATION,C,13.49,0.23,0,large,medium,medium,3
A000472,C000472,23575,PERSONAL,E,14.5,0.31,1,large,medium,medium,5
A000473,C000473,4000,MEDICAL,C,,0.22,1,small,,medium,3
A000474,C000474,5400,MEDICAL,D,15.31,0.3,1,medium,high,medium,4
A000475,C000475,4000,MEDICAL,B,,0.22,1,small,,medium,2
A000476,C000476,3375,VENTURE,B,,0.19,1,small,,low,2
A000477,C000477,23400,VENTURE,A,7.49,0.35,1,large,low,medium,1
A000478,C000478,23000,PERSONAL,C,,0.53,1,large,,high,3
A000479,C000479,23000,EDUCATION,B,,0.41,1,large,,medium,2
A000480,C000480,23000,VENTURE,B,12.18,0.38,1,large,medium,medium,2
A000481,C000481,1200,VENTURE,C,11.34,0.07,0,small,medium,low,3
A000482,C000482,23000,EDUCATION,B,9.91,0.36,1,large,low,medium,2
A000483,C000483,23000,HOMEIMPROVEMENT,B,11.99,0.35,1,large,medium,medium,2
A000484,C000484,23000,EDUCATION,B,9.62,0.34,1,large,low,medium,2
A000485,C000485,3000,DEBTCONSOLIDATION,B,9.96,0.17,1,small,low,low,2
A000486,C000486,23000,VENTURE,C,,0.29,0,large,,medium,3
A000487,C000487,23000,VENTURE,D,14.54,0.26,1,large,medium,medium,4
A000488,C000488,22750,MEDICAL,B,11.36,0.39,1,large,medium,medium,2
A000489,C000489,22500,DEBTCONSOLIDATION,C,14.27,0.32,1,large,medium,medium,3
A000490,C000490,3000,HOMEIMPROVEMENT,B,11.99,0.16,1,small,medium,low,2
A000491,C000491,22500,EDUCATION,F,18.99,0.32,1,large,high,medium,6
A000492,C000492,22400,VENTURE,E,16.7,0.31,1,large,high,medium,5
A000493,C000493,5000,PERSONAL,A,9.32,0.27,1,small,low,medium,1
A000494,C000494,22250,DEBTCONSOLIDATION,B,12.69,0.64,1,large,medium,high,2
A000495,C000495,22000,HOMEIMPROVEMENT,C,13.11,0.51,1,large,medium,high,3
A000496,C000496,22000,PERSONAL,B,10.74,0.42,1,large,medium,medium,2
A000497,C000497,4200,PERSONAL,D,14.11,0.22,1,small,medium,medium,4
A000498,C000498,22000,EDUCATION,B,9.63,0.39,1,large,low,medium,2
A000499,C000499,22000,MEDICAL,C,14.65,0.38,1,large,medium,medium,3
A000500,C000500,22000,DEBTCONSOLIDATION,B,10.25,0.37,1,large,medium,medium,2
A000501,C000501,22000,VENTURE,C,14.26,0.37,1,large,medium,medium,3
A000502,C000502,3000,EDUCATION,B,9.91,0.16,1,small,low,low,2
A000503,C000503,22000,MEDICAL,E,17.19,0.39,1,large,high,medium,5
A000504,C000504,22000,EDUCATION,B,11.36,0.31,1,large,medium,medium,2
A000505,C000505,22000,EDUCATION,F,,0.33,1,large,,medium,6
A000506,C000506,22000,DEBTCONSOLIDATION,B,10.59,0.3,0,large,medium,medium,2
A000507,C000507,22000,EDUCATION,B,9.25,0.29,0,large,low,medium,2
A000508,C000508,3625,MEDICAL,A,8.49,0.19,1,small,low,low,1
A000509,C000509,22000,VENTURE,A,6.54,0.29,0,large,low,medium,1
A000510,C000510,6000,MEDICAL,A,8.49,0.32,1,medium,low,medium,1
A000511,C000511,22000,MEDICAL,A,,0.28,0,large,,medium,1
A000512,C000512,22000,VENTURE,B,12.69,0.27,0,large,medium,medium,2
A000513,C000513,7400,MEDICAL,C,13.85,0.39,1,medium,medium,medium,3
A000514,C000514,4000,DEBTCONSOLIDATION,A,7.4,0.21,1,small,low,medium,1
A000515,C000515,22000,DEBTCONSOLIDATION,B,11.71,0.26,0,large,medium,medium,2
A000516,C000516,22000,PERSONAL,B,11.48,0.28,1,large,medium,medium,2
A000517,C000517,22000,EDUCATION,E,17.51,0.27,1,large,high,medium,5
A000518,C000518,3500,DEBTCONSOLIDATION,D,14.61,0.18,1,small,medium,low,4
A000519,C000519,22000,DEBTCONSOLIDATION,A,7.88,0.22,0,large,low,medium,1
A000520,C000520,22000,PERSONAL,B,,0.2,0,large,,medium,2
A000521,C000521,4950,PERSONAL,B,11.71,0.26,1,small,medium,medium,2
A000522,C000522,21700,PERSONAL,B,11.99,0.38,1,large,medium,medium,2
A000523,C000523,21600,VENTURE,C,13.49,0.4,1,large,medium,medium,3
A000524,C000524,21600,MEDICAL,G,21.21,0.39,1,large,high,medium,7
A000525,C000525,21600,DEBTCONSOLIDATION,C,14.35,0.34,1,large,medium,medium,3
A000526,C000526,21600,PERSONAL,C,13.61,0.26,0,large,medium,medium,3
A000527,C000527,21600,DEBTCONSOLIDATION,B,11.26,0.28,1,large,medium,medium,2
A000528,C000528,2400,VENTURE,B,10.59,0.13,0,small,medium,low,2
A000529,C000529,21600,MEDICAL,A,7.9,0.19,0,large,low,low,1
A000530,C000530,7000,HOMEIMPROVEMENT,A,5.99,0.36,1,medium,low,medium,1
A000531,C000531,3000,EDUCATION,B,11.99,0.16,1,small,medium,low,2
A000532,C000532,21500,MEDICAL,D,16.89,0.36,1,large,high,medium,4
A000533,C000533,21500,HOMEIMPROVEMENT,B,9.99,0.31,1,large,low,medium,2
A000534,C000534,21500,EDUCATION,D,15.33,0.19,0,large,high,low,4
A000535,C000535,21450,EDUCATION,A,7.29,0.36,1,large,low,medium,1
A000536,C000536,21250,DEBTCONSOLIDATION,B,12.42,0.69,1,large,medium,high,2
A000537,C000537,21250,VENTURE,B,10.99,0.45,1,large,medium,medium,2
A000538,C000538,21250,VENTURE,A,6.91,0.42,1,large,low,medium,1
A000539,C000539,5000,DEBTCONSOLIDATION,C,14.17,0.26,1,small,medium,medium,3
A000540,C000540,21250,MEDICAL,B,10.25,0.4,1,large,medium,medium,2
A000541,C000541,9250,EDUCATION,B,,0.48,1,medium,,medium,2
A000542,C000542,21250,VENTURE,D,15.95,0.38,1,large,high,medium,4
A000543,C000543,21250,EDUCATION,D,15.95,0.33,1,large,high,medium,4
A000544,C000544,21000,VENTURE,B,12.53,0.6,1,large,medium,high,2
A000545,C000545,1400,HOMEIMPROVEMENT,D,14.91,0.07,1,small,medium,low,4
A000546,C000546,3000,MEDICAL,A,,0.16,1,small,,low,1
A000547,C000547,21000,MEDICAL,A,6.54,0.53,1,large,low,high,1
A000548,C000548,1000,VENTURE,B,,0.05,0,small,,low,2
A000549,C000549,21000,MEDICAL,F,17.26,0.5,1,large,high,high,6
A000550,C000550,21000,MEDICAL,B,11.36,0.33,1,large,medium,medium,2
A000551,C000551,4000,VENTURE,A,7.51,0.21,1,small,low,medium,1
A000552,C000552,21000,PERSONAL,B,10.71,0.36,1,large,medium,medium,2
A000553,C000553,21000,PERSONAL,C,13.98,0.3,0,large,medium,medium,3
A000554,C000554,21000,DEBTCONSOLIDATION,D,14.09,0.32,1,large,medium,medium,4
A000555,C000555,21000,EDUCATION,B,10.0,0.28,0,large,medium,medium,2
A000556,C000556,5000,MEDICAL,D,15.33,0.26,1,small,high,medium,4
A000557,C000557,21000,MEDICAL,E,16.32,0.29,1,large,high,medium,5
A000558,C000558,21000,HOMEIMPROVEMENT,A,7.9,0.27,0,large,low,medium,1
A000559,C000559,21000,MEDICAL,B,11.99,0.26,0,large,medium,medium,2
A000560,C000560,21000,MEDICAL,B,10.75,0.25,0,large,medium,medium,2
A000561,C000561,21000,HOMEIMPROVEMENT,C,13.92,0.25,0,large,medium,medium,3
A000562,C000562,21000,EDUCATION,B,9.91,0.23,0,large,low,medium,2
A000563,C000563,21000,EDUCATION,E,16.95,0.26,1,large,high,medium,5
A000564,C000564,21000,EDUCATION,A,7.9,0.22,0,large,low,medium,1
A000565,C000565,21000,EDUCATION,C,,0.22,0,large,,medium,3
A000566,C000566,21000,PERSONAL,D,16.49,0.21,1,large,high,medium,4
A000567,C000567,7500,PERSONAL,C,11.97,0.39,1,medium,medium,medium,3
A000568,C000568,6250,DEBTCONSOLIDATION,A,6.17,0.32,1,medium,low,medium,1
A000569,C000569,21000,HOMEIMPROVEMENT,A,8.9,0.17,0,large,low,low,1
A000570,C000570,21000,EDUCATION,C,12.99,0.17,0,large,medium,low,3
A000571,C000571,20900,PERSONAL,B,12.69,0.25,0,large,medium,medium,2
A000572,C000572,15000,EDUCATION,B,9.64,0.77,1,medium,low,high,2
A000573,C000573,20500,VENTURE,A,7.49,0.41,1,large,low,medium,1
A000574,C000574,20500,EDUCATION,C,13.16,0.29,0,large,medium,medium,3
A000575,C000575,2100,EDUCATION,A,8.38,0.11,0,small,low,low,1
A000576,C000576,20400,EDUCATION,B,10.25,0.25,0,large,medium,medium,2
A000577,C000577,20375,PERSONAL,A,7.49,0.38,1,large,low,medium,1
A000578,C000578,20050,EDUCATION,B,9.76,0.77,1,large,low,high,2
A000579,C000579,20000,DEBTCONSOLIDATION,B,10.99,0.61,1,medium,medium,high,2
A000580,C000580,5000,PERSONAL,B,11.71,0.25,0,small,medium,medium,2
A000581,C000581,9250,PERSONAL,B,10.65,0.46,0,medium,medium,medium,2
A000582,C000582,20000,MEDICAL,B,12.53,0.57,1,medium,medium,high,2
A000583,C000583,20000,MEDICAL,D,14.59,0.53,1,medium,medium,high,4
A000584,C000584,20000,DEBTCONSOLIDATION,D,12.61,0.63,1,medium,medium,high,4
A000585,C000585,20000,MEDICAL,C,13.11,0.53,1,medium,medium,high,3
A000586,C000586,6400,MEDICAL,B,10.65,0.32,0,medium,medium,medium,2
A000587,C000587,20000,PERSONAL,C,11.22,0.52,1,medium,medium,high,3
A000588,C000588,20000,EDUCATION,D,16.0,0.61,1,medium,high,high,4
A000589,C000589,20000,HOMEIMPROVEMENT,B,8.88,0.59,1,medium,low,high,2
A000590,C000590,20000,PERSONAL,B,12.53,0.5,1,medium,medium,high,2
A000591,C000591,20000,MEDICAL,D,,0.56,1,medium,,high,4
A000592,C000592,4800,MEDICAL,A,5.99,0.24,0,small,low,medium,1
A000593,C000593,20000,EDUCATION,C,13.47,0.48,1,medium,medium,medium,3
A000594,C000594,20000,VENTURE,A,6.99,0.47,1,medium,low,medium,1
A000595,C000595,5650,PERSONAL,D,15.99,0.28,0,medium,high,medium,4
A000596,C000596,3625,EDUCATION,C,,0.18,0,small,,low,3
A000597,C000597,20000,DEBTCONSOLIDATION,E,16.69,0.54,1,medium,high,high,5
A000598,C000598,20000,MEDICAL,B,11.11,0.53,1,medium,medium,high,2
A000599,C000599,20000,EDUCATION,A,7.9,0.44,1,medium,low,medium,1
A000600,C000600,20000,PERSONAL,B,10.25,0.44,1,medium,medium,medium,2
A000601,C000601,20000,MEDICAL,E,,0.44,1,medium,,medium,5
A000602,C000602,1200,MEDICAL,A,7.49,0.06,0,small,low,low,1
A000603,C000603,20000,DEBTCONSOLIDATION,C,13.92,0.44,1,medium,medium,medium,3
A000604,C000604,20000,MEDICAL,D,14.74,0.51,1,medium,medium,high,4
A000605,C000605,20000,EDUCATION,B,10.62,0.43,1,medium,medium,medium,2
A000606,C000606,20000,VENTURE,B,10.65,0.42,1,medium,medium,medium,2
A000607,C000607,20000,PERSONAL,D,12.99,0.48,1,medium,medium,medium,4
A000608,C000608,20000,VENTURE,B,11.36,0.41,1,medium,medium,medium,2
A000609,C000609,7500,EDUCATION,A,5.79,0.38,0,medium,low,medium,1
A000610,C000610,20000,EDUCATION,A,6.54,0.4,1,medium,low,medium,1
A000611,C000611,4000,VENTURE,A,5.79,0.2,0,small,low,medium,1
A000612,C000612,20000,DEBTCONSOLIDATION,A,7.49,0.4,1,medium,low,medium,1
A000613,C000613,20000,EDUCATION,C,13.43,0.4,1,medium,medium,medium,3
A000614,C000614,20000,DEBTCONSOLIDATION,C,13.22,0.4,1,medium,medium,medium,3
A000615,C000615,5000,VENTURE,C,14.72,0.25,0,small,medium,medium,3
A000616,C000616,20000,EDUCATION,E,15.68,0.45,1,medium,high,medium,5
A000617,C000617,20000,MEDICAL,B,,0.39,1,medium,,medium,2
A000618,C000618,20000,HOMEIMPROVEMENT,B,11.48,0.39,1,medium,medium,medium,2
A000619,C000619,20000,VENTURE,B,10.38,0.39,1,medium,medium,medium,2
A000620,C000620,20000,EDUCATION,B,12.53,0.39,1,medium,medium,medium,2
A000621,C000621,20000,EDUCATION,C,13.47,0.39,1,medium,medium,medium,3
A000622,C000622,20000,VENTURE,B,12.21,0.39,1,medium,medium,medium,2
A000623,C000623,20000,VENTURE,B,10.99,0.38,1,medium,medium,medium,2
A000624,C000624,20000,EDUCATION,B,11.36,0.38,1,medium,medium,medium,2
A000625,C000625,20000,DEBTCONSOLIDATION,D,16.0,0.43,1,medium,high,medium,4
A000626,C000626,1500,PERSONAL,A,7.74,0.07,0,small,low,low,1
A000627,C000627,20000,EDUCATION,D,15.65,0.38,1,medium,high,medium,4
A000628,C000628,20000,DEBTCONSOLIDATION,C,11.78,0.43,1,medium,medium,medium,3
A000629,C000629,20000,HOMEIMPROVEMENT,B,,0.38,1,medium,,medium,2
A000630,C000630,20000,MEDICAL,D,16.77,0.43,1,medium,high,medium,4
A000631,C000631,20000,EDUCATION,B,9.91,0.37,1,medium,low,medium,2
A000632,C000632,20000,MEDICAL,D,15.65,0.42,1,medium,high,medium,4
A000633,C000633,20000,MEDICAL,D,14.96,0.42,1,medium,medium,medium,4
A000634,C000634,20000,VENTURE,B,11.83,0.37,1,medium,medium,medium,2
A000635,C000635,20000,MEDICAL,C,11.66,0.41,1,medium,medium,medium,3
A000636,C000636,20000,EDUCATION,B,12.18,0.36,1,medium,medium,medium,2
A000637,C000637,20000,HOMEIMPROVEMENT,A,6.91,0.36,1,medium,low,medium,1
A000638,C000638,20000,DEBTCONSOLIDATION,A,6.91,0.36,1,medium,low,medium,1
A000639,C000639,20000,HOMEIMPROVEMENT,F,19.79,0.41,1,medium,high,medium,6
A000640,C000640,20000,VENTURE,B,9.88,0.36,1,medium,low,medium,2
A000641,C000641,16600,PERSONAL,B,9.76,0.83,0,medium,low,high,2
A000642,C000642,20000,DEBTCONSOLIDATION,B,12.53,0.36,1,medium,medium,medium,2
A000643,C000643,20000,VENTURE,B,,0.36,1,medium,,medium,2
A000644,C000644,7125,PERSONAL,A,6.99,0.36,0,medium,low,medium,1
A000645,C000645,20000,EDUCATION,D,16.89,0.35,1,medium,high,medium,4
A000646,C000646,20000,PERSONAL,D,17.49,0.39,1,medium,high,medium,4
A000647,C000647,2500,EDUCATION,E,16.82,0.12,0,small,high,low,5
A000648,C000648,3600,HOMEIMPROVEMENT,B,,0.18,0,small,,low,2
A000649,C000649,20000,DEBTCONSOLIDATION,C,13.11,0.34,1,medium,medium,medium,3
A000650,C000650,20000,DEBTCONSOLIDATION,A,7.66,0.34,1,medium,low,medium,1
A000651,C000651,20000,MEDICAL,A,6.17,0.34,1,medium,low,medium,1
A000652,C000652,20000,PERSONAL,E,16.35,0.38,1,medium,high,medium,5
A000653,C000653,20000,MEDICAL,A,7.9,0.33,1,medium,low,medium,1
A000654,C000654,20000,VENTURE,D,16.49,0.37,1,medium,high,medium,4
A000655,C000655,3550,VENTURE,A,,0.18,0,small,,low,1
A000656,C000656,7000,HOMEIMPROVEMENT,A,8.0,0.35,0,medium,low,medium,1
A000657,C000657,20000,PERSONAL,B,10.99,0.33,1,medium,medium,medium,2
A000658,C000658,7750,VENTURE,A,6.91,0.38,0,medium,low,medium,1
A000659,C000659,20000,PERSONAL,B,8.88,0.37,1,medium,low,medium,2
A000660,C000660,20000,VENTURE,A,,0.33,1,medium,,medium,1
A000661,C000661,20000,DEBTCONSOLIDATION,D,14.84,0.37,1,medium,medium,medium,4
A000662,C000662,20000,PERSONAL,B,11.12,0.37,1,medium,medium,medium,2
A000663,C000663,20000,EDUCATION,A,7.88,0.33,1,medium,low,medium,1
A000664,C000664,20000,EDUCATION,B,,0.33,1,medium,,medium,2
A000665,C000665,6000,EDUCATION,D,15.99,0.29,0,medium,high,medium,4
A000666,C000666,5500,DEBTCONSOLIDATION,B,10.99,0.27,0,medium,medium,medium,2
A000667,C000667,20000,EDUCATION,B,,0.33,1,medium,,medium,2
A000668,C000668,20000,PERSONAL,D,15.65,0.37,1,medium,high,medium,4
A000669,C000669,20000,PERSONAL,E,17.04,0.37,1,medium,high,medium,5
A000670,C000670,20000,EDUCATION,B,12.21,0.33,1,medium,medium,medium,2
A000671,C000671,1275,EDUCATION,C,15.23,0.06,0,small,high,low,3
A000672,C000672,20000,DEBTCONSOLIDATION,D,14.11,0.37,1,medium,medium,medium,4
A000673,C000673,20000,PERSONAL,B,11.14,0.33,1,medium,medium,medium,2
A000674,C000674,2400,MEDICAL,B,11.49,0.12,0,small,medium,low,2
A000675,C000675,20000,PERSONAL,D,13.87,0.33,1,medium,medium,medium,4
A000676,C000676,20000,HOMEIMPROVEMENT,B,10.08,0.33,1,medium,medium,medium,2
